,ID,Severity,Start_Time,End_Time,Distance(mi),Description,Number,Street,Side,City,State,Zipcode,Country,Timezone,Weather_Timestamp,Temperature(F),Humidity(%),Pressure(in),Visibility(mi),Precipitation(in),Weather_Condition
2165,A-8663,2,5/19/2016 8:14,5/19/2016 14:14,0.226,At York Blvd - Accident.,,CA-2 S,R,Los Angeles,CA,90065,US,US/Pacific,5/19/2016 7:47,64,75,29.94,8,,Overcast
2166,A-8667,2,5/19/2016 8:44,5/19/2016 14:44,0.383,At Citrus St/Exit 37A - Accident.,,I-10 W,R,West Covina,CA,91791,US,US/Pacific,5/19/2016 8:47,59,88,29.98,4,,Overcast
2167,A-8671,2,5/19/2016 9:00,5/19/2016 15:00,0.957,At I-10/Santa Monica Fwy - Accident.,,San Diego Fwy S,R,Los Angeles,CA,90064,US,US/Pacific,5/19/2016 8:51,62.1,80,29.95,10,,Overcast
2168,A-8675,2,5/19/2016 9:00,5/19/2016 15:00,0.132,At Olympic Blvd/Pico Blvd/Exit 54 - Accident.,,San Diego Fwy S,R,Los Angeles,CA,90064,US,US/Pacific,5/19/2016 8:51,62.1,80,29.95,10,,Overcast
2169,A-8679,2,5/19/2016 9:38,5/19/2016 15:38,0.602,At CA-163/6th Ave/10th Ave/Exit 16 - Accident.,,I-5 N,R,San Diego,CA,92101,US,US/Pacific,5/19/2016 9:51,64,73,29.96,10,,Overcast
2170,A-8683,2,5/19/2016 9:48,5/19/2016 15:48,0.845,At I-405/San Diego Fwy - Accident.,,Long Beach Fwy N,R,Long Beach,CA,90806,US,US/Pacific,5/19/2016 9:53,63,78,29.94,10,,Overcast
2171,A-8687,2,5/19/2016 10:18,5/19/2016 16:18,0.412,At Tyler St - Accident.,,CA-91 W,R,Riverside,CA,92503,US,US/Pacific,5/19/2016 10:38,66,68,29.93,4,,Haze
2172,A-8691,2,5/19/2016 10:59,5/19/2016 16:59,0.461,At Avenue K - Accident.,,CA-138 W,R,Lancaster,CA,93534,US,US/Pacific,5/19/2016 10:56,86,20,29.8,10,,Clear
2173,A-8695,2,5/19/2016 11:35,5/19/2016 17:35,0.396,At Balboa Blvd/Exit 21 - Accident.,,US-101 S,R,Encino,CA,91316,US,US/Pacific,5/19/2016 11:33,64,73,29.93,6,,Haze
2174,A-8699,3,5/19/2016 11:56,5/19/2016 17:56,0.22,At Crenshaw Blvd/W 182nd St/Exit 39 - Accident.,,San Diego Fwy S,R,Torrance,CA,90504,US,US/Pacific,5/19/2016 11:53,64.9,70,29.94,10,,Overcast
2175,A-8703,2,5/19/2016 12:12,5/19/2016 18:12,0.764,At La Brea Ave/Exit 8 - Accident.,,I-10 W,R,Los Angeles,CA,90016,US,US/Pacific,5/19/2016 11:51,63,81,29.94,10,,Overcast
2176,A-8707,2,5/19/2016 12:31,5/19/2016 18:31,0.096,At Valley View St - Accident. Left lane blocked.,,San Diego Fwy S,R,Westminster,CA,92683,US,US/Pacific,5/19/2016 12:58,67.1,70,29.93,10,,Overcast
2177,A-8711,2,5/19/2016 12:56,5/19/2016 18:56,0.5,At I-710/Long Beach Fwy/Exit 21 - Accident.,,I-10 E,R,Monterey Park,CA,91754,US,US/Pacific,5/19/2016 12:47,68,68,29.91,10,,Overcast
2178,A-8715,2,5/19/2016 13:11,5/19/2016 19:11,0.238,Between Valley View St and Orangethorpe Ave - Accident.,,Artesia Fwy W,R,Buena Park,CA,90620,US,US/Pacific,5/19/2016 12:53,69.1,63,29.91,10,,Overcast
2179,A-8719,2,5/19/2016 13:37,5/19/2016 19:37,0.5,At I-710/Long Beach Fwy/Exit 21 - Accident.,,I-10 E,R,Monterey Park,CA,91754,US,US/Pacific,5/19/2016 13:47,69.1,65,29.89,10,,Overcast
2180,A-8723,2,5/19/2016 13:41,5/19/2016 19:41,0.425,At Lankershim Blvd/Exit 12A - Accident.,,Lankershim Blvd,R,Studio City,CA,91604,US,US/Pacific,5/19/2016 13:44,68,64,29.89,8,,Clear
2181,A-8727,2,5/19/2016 14:44,5/19/2016 20:44,0.714,At Buena Vista St - Accident.,,Foothill Fwy E,R,Duarte,CA,91010,US,US/Pacific,5/19/2016 14:48,71.6,57,29.88,8,,Clear
2182,A-8731,2,5/19/2016 14:52,5/19/2016 20:52,0,At La Mirada - Accident.,14631, Broadway,L,Whittier,CA,90604-1315,US,US/Pacific,5/19/2016 14:53,73,53,29.86,10,,Mostly Cloudy
2183,A-8735,2,5/19/2016 15:16,5/19/2016 21:16,0.431,At Carrillo St/Exit 98A - Accident.,,US-101 N,R,Santa Barbara,CA,93101,US,US/Pacific,5/19/2016 14:53,64.9,70,29.89,10,,Mostly Cloudy
2184,A-8739,2,5/19/2016 15:19,5/19/2016 21:19,0.147,At Sunset Blvd/Church Ln/Exit 57 - Accident.,,I-405 N,R,Los Angeles,CA,90049,US,US/Pacific,5/19/2016 14:51,66.9,70,29.88,10,,Partly Cloudy
2185,A-8743,2,5/19/2016 15:43,5/19/2016 21:43,0.042,At Soledad Canyon Rd - Accident.,,CA-14 N,R,Canyon Country,CA,91387,US,US/Pacific,5/19/2016 15:51,75,51,28.98,10,0,Fair
2186,A-8747,2,5/19/2016 15:49,5/19/2016 21:49,0.532,At Nogales St - Accident.,,Pomona Fwy W,R,Rowland Heights,CA,91748,US,US/Pacific,5/19/2016 15:53,73.9,52,29.83,10,,Clear
2187,A-8751,2,5/19/2016 16:00,5/19/2016 22:00,0.132,At Olympic Blvd/Pico Blvd/Exit 54 - Accident.,,San Diego Fwy S,R,Los Angeles,CA,90064,US,US/Pacific,5/19/2016 15:51,66,73,29.86,10,,Scattered Clouds
2188,A-8755,2,5/19/2016 16:07,5/19/2016 22:07,0.586,Between Centre City Pky and Lincoln Pky/Broadway - Accident.,,CA-78 E,R,Escondido,CA,92025,US,US/Pacific,5/19/2016 15:53,75.9,50,29.83,10,,Clear
2189,A-8759,2,5/19/2016 16:24,5/19/2016 22:24,0.034,At Avenue O - Accident.,16998, E Avenue O,R,Palmdale,CA,93591-3024,US,US/Pacific,5/19/2016 15:55,84.7,14,29.65,10,,Clear
2190,A-8763,2,5/19/2016 16:46,5/19/2016 22:46,0,At Alameda St - Accident.,8301, S Alameda St,R,Los Angeles,CA,90001,US,US/Pacific,5/19/2016 16:47,69.1,68,29.82,10,,Scattered Clouds
2191,A-8767,2,5/19/2016 16:48,5/19/2016 22:48,0.001,At CA-73 - Accident.,,CA-55 S,R,Costa Mesa,CA,92626,US,US/Pacific,5/19/2016 16:53,66.9,68,29.84,10,,Scattered Clouds
2192,A-8771,2,5/19/2016 17:12,5/19/2016 23:12,0.421,At The City Dr/Exit 14A - Accident.,,CA-22 W,R,Orange,CA,92868,US,US/Pacific,5/19/2016 17:08,66.2,73,29.84,10,,Mostly Cloudy
2193,A-8775,2,5/19/2016 17:25,5/19/2016 23:25,0.516,At Fairview Ave/Exit 105 - Accident.,,US-101 N,R,Goleta,CA,93117,US,US/Pacific,5/19/2016 17:53,63,70,29.82,9,,Clear
2194,A-8779,2,5/19/2016 17:31,5/19/2016 23:31,0.566,At Magnolia Ave (Fullerton) - Accident.,,CA-91 W,R,Fullerton,CA,92833,US,US/Pacific,5/19/2016 17:53,69.1,65,29.81,10,,Clear
2195,A-8783,2,5/19/2016 17:46,5/19/2016 23:46,0,At Sepulveda Blvd - Accident.,11198, Exposition Blvd,L,Los Angeles,CA,90064-3138,US,US/Pacific,5/19/2016 17:51,64.9,75,29.83,10,,Mostly Cloudy
2196,A-8787,2,5/19/2016 18:14,5/20/2016 0:14,0.723,Between Kearny Villa Rd and I-15 - Accident.,,CA-52 E,R,San Diego,CA,92123,US,US/Pacific,5/19/2016 18:07,64,73,29.86,10,,Mostly Cloudy
2197,A-8791,2,5/19/2016 18:31,5/20/2016 0:31,0.385,At Coldwater Canyon Ave - Accident.,,US-101 N,R,Studio City,CA,91604,US,US/Pacific,5/19/2016 18:53,64.9,73,29.78,10,,Clear
2198,A-8795,2,5/19/2016 18:37,5/20/2016 0:37,0.551,At Balboa Blvd - Accident.,,Ronald Reagan Fwy W,R,Granada Hills,CA,91344,US,US/Pacific,5/19/2016 18:51,66.9,66,29.78,10,,Clear
2199,A-8799,2,5/19/2016 18:58,5/20/2016 0:58,0.24,At I-605 - Accident.,,I-105 E,R,Downey,CA,90242,US,US/Pacific,5/19/2016 18:53,66,73,29.83,10,,Overcast
2200,A-8803,2,5/19/2016 19:24,5/20/2016 1:24,0.252,At Florence Ave/La Cienega Blvd/Ex 47 - Accident.,,I-405 N,R,Inglewood,CA,90301,US,US/Pacific,5/19/2016 19:09,62.6,77,29.83,10,,Overcast
2201,A-8807,2,5/19/2016 19:24,5/20/2016 1:24,0.463,Between Indian Ave and Pierson Blvd - Accident.,,State Highway 62,R,Whitewater,CA,92282,US,US/Pacific,5/19/2016 19:53,87.1,27,29.64,10,,Clear
2202,A-8811,2,5/19/2016 19:51,5/20/2016 1:51,1.398,Between Haven Ave/Exit 56 and Milliken Ave/Exit 57 - Accident.,,I-10 E,R,Ontario,CA,91761,US,US/Pacific,5/19/2016 19:53,64,73,29.8,10,,Partly Cloudy
2203,A-8815,2,5/19/2016 20:57,5/20/2016 2:57,0.215,At 3rd St/4th St - Accident.,,CA-110 N,R,Los Angeles,CA,90071,US,US/Pacific,5/19/2016 20:47,63,75,29.83,10,,Overcast
2204,A-8819,3,5/20/2016 3:19,5/20/2016 9:19,0.153,At 37th St - Accident.,,Harbor Fwy N,R,Los Angeles,CA,90037,US,US/Pacific,5/20/2016 3:47,60.1,80,29.82,10,,Clear
2205,A-8823,3,5/20/2016 4:27,5/20/2016 10:27,0.42,At Blaine St/3rd St - Accident.,,I-215 N,R,Riverside,CA,92507,US,US/Pacific,5/20/2016 4:53,60.1,69,29.79,10,,Overcast
2206,A-8827,2,5/20/2016 5:23,5/20/2016 11:23,0.04,At Seal Beach Blvd/Exit 22 - Accident.,,N Gate Rd,R,Seal Beach,CA,90740,US,US/Pacific,5/20/2016 5:33,60.8,77,29.83,10,,Overcast
2207,A-8831,2,5/20/2016 6:04,5/20/2016 12:04,0.766,At Rosecrans Ave - Accident.,,I-605 S,R,Norwalk,CA,90650,US,US/Pacific,5/20/2016 5:53,62.1,70,29.83,10,,Overcast
2208,A-8835,2,5/20/2016 7:06,5/20/2016 13:06,0.264,At Devore Rd - Accident. Left lane blocked.,,I-215 S,R,San Bernardino,CA,92407,US,US/Pacific,5/20/2016 6:50,59,67,29.85,10,,Overcast
2209,A-8839,2,5/20/2016 7:28,5/20/2016 13:28,0.47,At National Ave/28th St/Exit 13B - Accident. Right lane blocked.,,I-5 N,R,San Diego,CA,92113,US,US/Pacific,5/20/2016 7:51,62.1,70,29.91,10,,Mostly Cloudy
2210,A-8843,2,5/20/2016 7:40,5/20/2016 13:40,0.458,At Home Ave - Accident.,,I-805 N,R,San Diego,CA,92105,US,US/Pacific,5/20/2016 7:51,62.1,70,29.91,10,,Mostly Cloudy
2211,A-8847,2,5/20/2016 7:54,5/20/2016 13:54,0.152,At Baldwin Ave/Exit 27 - Accident.,,I-10 W,R,El Monte,CA,91731,US,US/Pacific,5/20/2016 7:48,62.6,68,29.88,9,,Overcast
2212,A-8851,2,5/20/2016 8:16,5/20/2016 14:16,0.767,At Citrus Ave - Accident. Carpool lane blocked.,,Foothill Fwy W,R,Azusa,CA,91702,US,US/Pacific,5/20/2016 7:48,62.6,68,29.88,9,,Overcast
2213,A-8855,2,5/20/2016 8:45,5/20/2016 14:45,0,At Pinecrest Rd - Accident.,25501, State Highway 189,R,Twin Peaks,CA,92391,US,US/Pacific,5/20/2016 8:47,62.6,55,29.88,10,,Overcast
2214,A-8859,2,5/20/2016 8:51,5/20/2016 14:51,0.159,At La Cadena Dr/Center St - Accident. Right lane blocked.,433, E La Cadena Dr,R,Riverside,CA,92501,US,US/Pacific,5/20/2016 8:53,63,63,29.84,10,,Overcast
2215,A-8863,2,5/20/2016 9:01,5/20/2016 15:01,0.4,At I-5 - Accident. Right lane blocked.,,CA-55 N,R,Tustin,CA,92780,US,US/Pacific,5/20/2016 8:53,61,64,29.89,10,,Mostly Cloudy
2216,A-8867,2,5/20/2016 9:29,5/20/2016 15:29,0.485,At Valley Way - Accident. Carpool lane blocked.,,Pomona Fwy W,R,Riverside,CA,92509,US,US/Pacific,5/20/2016 9:53,66,52,29.83,10,,Mostly Cloudy
2217,A-8871,2,5/20/2016 10:02,5/20/2016 16:02,0.116,At Calgrove Blvd/Exit 166 - Accident.,,I-5 N,R,Newhall,CA,91321,US,US/Pacific,5/20/2016 10:02,63,58,29,10,0,Cloudy
2218,A-8875,3,5/20/2016 10:24,5/20/2016 16:24,0.548,At Hollywood Way/Alameda Ave - Accident. Left lane blocked. Carpool lane blocked.,,CA-134 W,R,Burbank,CA,91505,US,US/Pacific,5/20/2016 10:53,62.1,58,29.84,10,,Overcast
2219,A-8879,3,5/20/2016 10:47,5/20/2016 16:47,0.527,At Martin Luther King Blvd - Accident. Left lane blocked. Carpool lane blocked.,,I-215 N,R,Riverside,CA,92521,US,US/Pacific,5/20/2016 10:53,68,45,29.82,10,,Mostly Cloudy
2220,A-8883,2,5/20/2016 11:12,5/20/2016 17:12,0.328,At Paramount Blvd - Accident. Left lane blocked.,13655, Paramount Blvd,L,South Gate,CA,90280-8233,US,US/Pacific,5/20/2016 10:47,66,52,29.88,10,,Overcast
2221,A-8887,2,5/20/2016 11:39,5/20/2016 17:39,0.277,At Via Verde/Exit 22 - Accident.,,CA-57 S,R,San Dimas,CA,91773,US,US/Pacific,5/20/2016 11:47,66.2,49,29.9,10,,Mostly Cloudy
2222,A-8891,2,5/20/2016 12:12,5/20/2016 18:12,0,Between CR-S13/Vista Way and Old River Rd - Accident.,30456, Old River Rd,L,Bonsall,CA,92003,US,US/Pacific,5/20/2016 11:54,66,60,29.9,7,,Mostly Cloudy
2223,A-8895,2,5/20/2016 12:20,5/20/2016 18:20,0.887,At I-215/CA-91 - Accident. Left lane blocked.,,Pomona Fwy W,R,Riverside,CA,92501,US,US/Pacific,5/20/2016 11:53,70,44,29.82,10,,Mostly Cloudy
2224,A-8899,2,5/20/2016 12:35,5/20/2016 18:35,0.003,At I-105/Imperial Hwy - Accident. Left lane blocked.,,I-605 S,R,Norwalk,CA,90650,US,US/Pacific,5/20/2016 12:53,69.1,44,29.87,10,0,Overcast
2225,A-8903,2,5/20/2016 12:56,5/20/2016 18:56,0.06,At Fairway Dr - Accident. Left lane blocked.,,Pomona Fwy W,R,Walnut,CA,91789,US,US/Pacific,5/20/2016 12:47,66.2,49,29.9,10,,Partly Cloudy
2226,A-8907,2,5/20/2016 13:15,5/20/2016 19:15,0.652,At Sterry St - Accident.,,Pershing Dr,R,Los Angeles,CA,90045,US,US/Pacific,5/20/2016 12:53,64,60,29.88,8,,Mostly Cloudy
2227,A-8911,4,5/20/2016 13:24,5/20/2016 19:24,34.662,Closed at Taft - Road closed due to accident.,10525, State Route 166,R,New Cuyama,CA,93254,US,US/Pacific,5/20/2016 13:29,64.4,37,29.9,10,,Mostly Cloudy
2228,A-8915,2,5/20/2016 13:34,5/20/2016 19:34,0.473,At CA-138 - Accident.,,Barstow Fwy S,R,San Bernardino,CA,92407,US,US/Pacific,5/20/2016 13:55,73.4,36,29.84,10,,Mostly Cloudy
2229,A-8919,2,5/20/2016 13:59,5/20/2016 19:59,0.082,At 112th St - Accident.,11204, S Vermont Ave,L,Los Angeles,CA,90044-1302,US,US/Pacific,5/20/2016 13:53,66,54,29.88,10,,Scattered Clouds
2230,A-8923,2,5/20/2016 14:17,5/20/2016 20:17,1.981,Between Rancho Santa Fe Rd and San Marcos Blvd - Accident.,,CA-78 E,R,San Marcos,CA,92069,US,US/Pacific,5/20/2016 14:13,64,60,29.89,10,,Scattered Clouds
2231,A-8927,2,5/20/2016 14:44,5/20/2016 20:44,4.214,Between Main St (Hesperia) and Bear Valley Rd - Accident.,,I-15 N,R,Hesperia,CA,92344,US,US/Pacific,5/20/2016 14:35,71.6,19,29.77,10,,Scattered Clouds
2232,A-8931,2,5/20/2016 14:51,5/20/2016 20:51,0,At 4th Ave - Accident.,,Valley Blvd,R,La Puente,CA,91746,US,US/Pacific,5/20/2016 14:45,68,46,29.88,10,,Scattered Clouds
2233,A-8935,2,5/20/2016 14:57,5/20/2016 20:57,0.382,At 4th Ave/Highland Ave - Accident.,,CA-54 E,R,National City,CA,91950,US,US/Pacific,5/20/2016 14:56,66,52,29.93,10,,Mostly Cloudy
2234,A-8939,2,5/20/2016 15:11,5/20/2016 21:11,1.762,Between Green River Rd and CA-71 - Accident.,,CA-91 E,R,Corona,CA,92880,US,US/Pacific,5/20/2016 14:56,73,39,29.85,10,,Clear
2235,A-8943,2,5/20/2016 15:13,5/20/2016 21:13,0.405,At Blaine St/3rd St - Accident.,,I-215 S,R,Riverside,CA,92507,US,US/Pacific,5/20/2016 14:53,73.9,34,29.78,10,,Clear
2236,A-8947,2,5/20/2016 15:19,5/20/2016 21:19,0.286,At Highland Ave/Exit 9B - Accident.,,Hollywood Fwy S,R,Los Angeles,CA,90068,US,US/Pacific,5/20/2016 14:53,64.9,56,29.82,10,,Scattered Clouds
2237,A-8951,3,5/20/2016 15:36,5/20/2016 21:36,0.23,At Reservoir Ave - Accident.,2956, Riverside Dr,L,Chino,CA,91710-2947,US,US/Pacific,5/20/2016 15:53,73,38,29.83,10,,Scattered Clouds
2238,A-8955,2,5/20/2016 15:47,5/20/2016 21:47,1.041,Between CA-60/CA-91 and Columbia Ave - Accident.,,I-215 N,R,Riverside,CA,92507,US,US/Pacific,5/20/2016 15:53,72,37,29.77,10,,Clear
2239,A-8959,2,5/20/2016 15:44,5/20/2016 21:44,0,Between Monrovia and CA-39/N San Gabriel Canyon Rd - Accident.,,San Gabriel Canyon Rd,R,Valyermo,CA,93563,US,US/Pacific,5/20/2016 15:55,70.2,10,29.73,10,,Partly Cloudy
2240,A-8963,2,5/20/2016 15:53,5/20/2016 21:53,0.034,Ramp to I-105 - Accident.,11511, Poway St,R,Los Angeles,CA,90061-1805,US,US/Pacific,5/20/2016 15:53,63,58,29.87,10,,Clear
2241,A-8967,2,5/20/2016 16:07,5/20/2016 22:07,0,At Stimson Ave - Accident.,1391, S Stimson Ave,R,Hacienda Heights,CA,91745,US,US/Pacific,5/20/2016 15:45,68,49,29.87,10,,Scattered Clouds
2242,A-8971,2,5/20/2016 16:15,5/20/2016 22:15,1.395,Between 4th St/Exit 53 and Vineyard Ave/Exit 54 - Accident.,,I-10 E,R,Ontario,CA,91764,US,US/Pacific,5/20/2016 15:53,70,38,29.81,10,,Mostly Cloudy
2243,A-8975,2,5/20/2016 16:26,5/20/2016 22:26,1.762,At Bear Valley Rd - Accident.,,Barstow Fwy S,R,Victorville,CA,92392,US,US/Pacific,5/20/2016 16:35,68,23,29.76,10,,Scattered Clouds
2244,A-8979,2,5/20/2016 16:27,5/20/2016 22:27,0.555,At CA-118/Ronald Reagan Fwy - Accident.,,I-405 N,R,Mission Hills,CA,91345,US,US/Pacific,5/20/2016 16:50,62.6,55,29.88,10,,Partly Cloudy
2245,A-8983,2,5/20/2016 16:28,5/20/2016 22:28,0.555,At Valencia Blvd - Accident.,,Golden State Fwy S,R,Valencia,CA,91355,US,US/Pacific,5/20/2016 16:51,68,43,28.99,10,0,Partly Cloudy
2246,A-8987,2,5/20/2016 16:30,5/20/2016 22:30,0,At La Crescenta Ave - Accident.,2637, Foothill Blvd,R,La Crescenta,CA,91214-3511,US,US/Pacific,5/20/2016 16:53,63,56,29.82,10,,Partly Cloudy
2247,A-8991,2,5/20/2016 16:49,5/20/2016 22:49,1.946,Between Zuma View Pl and Morning View Dr - Accident.,28499, Pacific Coast Hwy,L,Malibu,CA,90265-3939,US,US/Pacific,5/20/2016 16:51,62.1,62,29.87,10,,Partly Cloudy
2248,A-8995,2,5/20/2016 16:58,5/20/2016 22:59,0.635,At CA-60/Pomona Fwy - Accident.,,Chino Valley Fwy N,R,Pomona,CA,91766,US,US/Pacific,5/20/2016 16:47,66.2,46,29.87,10,,Scattered Clouds
2249,A-8999,2,5/20/2016 17:13,5/20/2016 23:13,0.179,At Pierce St - Accident.,,Magnolia Ave,R,Riverside,CA,92503,US,US/Pacific,5/20/2016 16:53,68,45,29.78,10,,Mostly Cloudy
2250,A-9003,2,5/20/2016 17:25,5/20/2016 23:25,0.603,At Rio Rancho Rd - Accident.,,Chino Valley Fwy N,R,Pomona,CA,91766,US,US/Pacific,5/20/2016 16:47,66.2,46,29.87,10,,Scattered Clouds
2251,A-9007,2,5/20/2016 17:21,5/20/2016 23:21,0.093,Between Vicente Meadow Dr and Wildcat Canyon Rd - Accident.,22471, San Vicente Rd,R,Ramona,CA,92065-4415,US,US/Pacific,5/20/2016 16:53,64.9,50,29.86,10,,Scattered Clouds
2252,A-9011,2,5/20/2016 17:24,5/20/2016 23:24,0.873,Between I-8/Camino Del Rio and Friars Rd - Accident.,,I-15 N,R,San Diego,CA,92108,US,US/Pacific,5/20/2016 17:53,62.1,58,29.91,10,,Mostly Cloudy
2253,A-9015,2,5/20/2016 17:36,5/20/2016 23:36,0.698,At Parkway Calabasas/Exit 30 - Accident.,,US-101 S,R,Calabasas,CA,91302,US,US/Pacific,5/20/2016 17:51,64.9,43,29.82,10,,Clear
2254,A-9019,2,5/20/2016 17:47,5/20/2016 23:47,0,At San Gorganio Dr - Accident.,,E Alessandro Blvd,R,Riverside,CA,92508,US,US/Pacific,5/20/2016 17:58,66.6,48,29.81,10,,Partly Cloudy
2255,A-9023,3,5/20/2016 17:52,5/20/2016 23:52,1.796,Between Mission Blvd and I-15 - Accident.,,Mission Blvd,R,Mira Loma,CA,91752,US,US/Pacific,5/20/2016 17:53,66.9,47,29.79,10,,Mostly Cloudy
2256,A-9027,2,5/20/2016 18:04,5/21/2016 0:04,0.422,At I-405/San Diego Fwy - Accident.,,US-101 S,R,Sherman Oaks,CA,91403,US,US/Pacific,5/20/2016 17:51,64.9,43,29.82,10,,Clear
2257,A-9031,2,5/20/2016 18:11,5/21/2016 0:11,0.314,Ramp to CA-57/CA-71/Corona/Orange/Exit 42 - Accident.,,CA-57 N,R,Pomona,CA,91768,US,US/Pacific,5/20/2016 18:47,62.6,55,29.89,10,,Clear
2258,A-9035,2,5/20/2016 18:23,5/21/2016 0:23,0.452,At Emerald Dr - Accident.,,CA-78 E,R,Vista,CA,92081,US,US/Pacific,5/20/2016 18:26,60.1,64,29.9,10,,Overcast
2259,A-9039,2,5/20/2016 18:52,5/21/2016 0:52,0.174,At Atlantic Ave/Exit 30A - Accident.,,San Diego Fwy S,R,Long Beach,CA,90807,US,US/Pacific,5/20/2016 18:53,62.1,60,29.88,10,,Clear
2260,A-9043,2,5/20/2016 18:56,5/21/2016 0:56,0.433,At Sunflower Ave - Accident.,,Foothill Fwy W,R,Glendora,CA,91740,US,US/Pacific,5/20/2016 18:47,62.6,55,29.89,10,,Clear
2261,A-9047,2,5/20/2016 19:54,5/21/2016 1:54,0.03,At Marine Ave - Accident.,15097, Crenshaw Blvd,L,Gardena,CA,90249-3607,US,US/Pacific,5/20/2016 19:53,61,67,29.9,10,,Clear
2262,A-9051,2,5/20/2016 20:49,5/21/2016 2:49,0.211,Ramp to I-110 SB and CA-110 NB - Accident.,,I-10 W,R,Los Angeles,CA,90015,US,US/Pacific,5/20/2016 20:47,60.1,69,29.9,10,,Clear
2263,A-9055,2,5/20/2016 21:44,5/21/2016 3:44,1.941,Between Old Town Ave/Exit 19 and India St/Sassafras St - Accident.,,San Diego Fwy S,R,San Diego,CA,92110,US,US/Pacific,5/20/2016 21:51,62.1,58,29.99,10,,Mostly Cloudy
2264,A-9059,3,5/20/2016 22:00,5/21/2016 4:00,1.122,Between Orangethorpe Ave and Chapman Ave (Fullerton) - Accident.,,CA-57 N,R,Placentia,CA,92870,US,US/Pacific,5/20/2016 21:53,61,,29.93,10,,Overcast
2265,A-9063,2,5/21/2016 1:19,5/21/2016 7:19,0.334,At Cajalco Rd - Accident.,,Corona Fwy S,R,Corona,CA,92881,US,US/Pacific,5/21/2016 0:56,55.9,69,29.98,10,,Clear
2266,A-9067,2,5/21/2016 1:48,5/21/2016 7:48,0.533,At Vincent Ave/Exit 35 - Accident.,,I-10 E,R,West Covina,CA,91790,US,US/Pacific,5/21/2016 7:52,59,63,30,10,,Scattered Clouds
2267,A-9071,2,5/21/2016 2:21,5/21/2016 8:21,0.132,At National Blvd/Exit 5 - Accident.,,I-10 E,R,Los Angeles,CA,90034,US,US/Pacific,5/21/2016 1:51,57,77,29.94,10,,Partly Cloudy
2268,A-9075,3,5/21/2016 4:48,5/21/2016 10:48,0.377,At Pacific Ave/Exit 34/Exit 34A - Accident.,,I-10 E,R,West Covina,CA,91790,US,US/Pacific,5/21/2016 7:52,59,63,30,10,,Scattered Clouds
2269,A-9079,3,5/21/2016 6:35,5/21/2016 12:35,0.557,At Azusa Ave - Accident.,,Pomona Fwy E,R,Hacienda Heights,CA,91745,US,US/Pacific,5/21/2016 7:52,59,63,30,10,,Scattered Clouds
2270,A-9083,3,5/21/2016 12:06,5/21/2016 18:06,0.249,At Redlands Blvd - Accident.,,CA-60 W,R,Moreno Valley,CA,92555,US,US/Pacific,5/21/2016 11:58,64.4,43,29.98,10,,Scattered Clouds
2271,A-9087,3,5/21/2016 14:12,5/21/2016 20:12,1.835,Between CA-22/Garden Grove Fwy and Seal Beach Blvd/Exit 22 - Accident.,,Garden Grove Fwy W,R,Garden Grove,CA,92845,US,US/Pacific,5/21/2016 13:58,68,46,30.02,10,,Partly Cloudy
2272,A-9091,2,5/21/2016 18:39,5/22/2016 0:39,0.016,At I-8 - Accident.,9252, Lake Jennings Park Rd,L,El Cajon,CA,92021,US,US/Pacific,5/21/2016 18:50,60.8,52,30.04,10,,Mostly Cloudy
2273,A-9095,2,5/22/2016 0:04,5/22/2016 6:04,0.067,At Cabrillo Hwy - Accident.,,Orcutt Expy,R,Santa Maria,CA,93455,US,US/Pacific,5/22/2016 0:51,50,93,30.11,8,,Clear
2274,A-9099,2,5/22/2016 2:40,5/22/2016 8:40,0,At Indio Blvd - Accident.,296, Civic Center Mall,L,Indio,CA,92201-4451,US,US/Pacific,5/22/2016 2:52,64,43,29.88,10,,Clear
2275,A-9103,2,5/22/2016 2:53,5/22/2016 8:53,0.486,At Centinela Ave/EB Exit 2/WB Exit 2A - Accident.,,I-10 E,R,Santa Monica,CA,90404,US,US/Pacific,5/22/2016 2:51,55.9,69,30.03,10,,Clear
2276,A-9107,2,5/22/2016 7:25,5/22/2016 13:25,0.252,Ramp to I-5 and CA-57 NB and Main St - Accident.,2995, N Hesperian St,R,Santa Ana,CA,92706-1148,US,US/Pacific,5/22/2016 7:42,59,72,30.06,10,,Mostly Cloudy
2277,A-9111,2,5/22/2016 7:25,5/22/2016 13:25,0.355,At Citrus St/Exit 37A - Accident.,,I-10 E,R,West Covina,CA,91791,US,US/Pacific,5/22/2016 7:47,55.4,72,30.09,10,,Mostly Cloudy
2278,A-9115,3,5/22/2016 8:21,5/22/2016 14:21,1.163,Between Barham Dr and Mission Rd - Accident.,,CA-78 E,R,San Marcos,CA,92078,US,US/Pacific,5/22/2016 7:53,60.1,67,30.05,10,,Clear
2279,A-9119,2,5/22/2016 9:59,5/22/2016 15:59,0.476,At CA-1/Camino Las Rambla/Exit 79 - Accident. Right lane blocked.,,San Diego Fwy S,R,San Juan Capistrano,CA,92675,US,US/Pacific,5/22/2016 9:53,64,58,30.06,10,,Partly Cloudy
2280,A-9123,2,5/22/2016 10:32,5/22/2016 16:32,0.388,At Van Nuys Blvd - Accident.,,US-101 N,R,Sherman Oaks,CA,91423,US,US/Pacific,5/22/2016 10:53,64.9,43,30.01,10,,Clear
